temperature_air_C,humidity_percent,co_percent,vibrations_g,wind_speed_km_h,prob_risk,binary_risk
33.82830247852659,69.53485888963344,0.0329072317338869,1.0137118136699663,18.68275112471586,0.6828665788736072,1
25.760095362557028,70.67804944721016,0.0310328156119815,0.2834298845780927,21.732371510269388,0.2651563968048793,0
36.50270717483875,71.5606107733932,0.03185702632381,0.9514337381273428,11.947669695373794,0.4067384259625092,0
37.64338829834728,73.56937117375153,0.0420058057214997,0.6664633788131734,12.680361223362194,0.5754785493658552,1
20.29378886807698,72.92938108462744,0.0298480001203259,1.2636846568623348,10.556844313533505,0.0707332983126881,0
24.18692295882609,69.0314829300108,0.0275714855385957,1.6759816227565676,13.177102195785304,0.4156165011345047,0
32.767042419003715,73.1168872596746,0.0269161048311134,2.8800311131112077,18.756398940650914,0.5934482759426545,1
30.102544445938506,71.3388221605615,0.0278831942247291,1.2729716372838051,38.07352026672633,0.5209235962149052,1
31.899193054974265,71.87616950482214,0.0288330553086292,0.9795750922302524,20.46262091179676,0.4890079670138001,0
26.88173643455852,74.82548730020933,0.0282909021760047,0.2921628640667618,13.55035193002953,0.2086744182407994,0
37.27638784917697,71.20230241398384,0.0200853111528187,0.8046987408956991,16.920626378082563,0.595527083069783,1
36.66675161257369,71.38759582258938,0.0291319367031805,0.1404834264506496,21.438304945527683,0.7044337266462175,1
32.3961841853673,71.06660300106158,0.0401330232104581,2.449215366184566,17.272264398871645,0.6000122515788178,1
38.763447241808194,71.08752787422338,0.0314334281540301,0.1277075839930273,36.86144444915763,0.5324622592380138,1
34.805056053512274,70.89645252317811,0.0278139401532254,0.5742551556725329,20.2541661655538,0.3218592019917098,0
26.84424522270057,73.64764496041678,0.017009798865703,0.8683066767428591,11.44244023412404,0.079831219719592,0
34.21250470449499,75.73654051368973,0.0217983807333596,0.0916423054000551,21.405238160433964,0.391180293035946,0
26.246704395026008,76.0,0.0180683402025088,5.381116464404133,20.262077135517917,0.1291168249062882,0
37.27070180784364,70.89075668579325,0.0278830529592192,1.04635767343653,12.720378476326806,0.5215385869528275,1
31.70044453408248,72.75198776941977,0.0274463349900948,0.5307411230045502,15.694836847149396,0.4813411254054268,0
30.89082581872844,73.47276783714081,0.0248752791499591,4.223317051103314,3.125876529125251,0.3208846231718001,0
27.91442273357635,74.89417381002006,0.0293954048710467,1.332210079282555,16.443569136759418,0.317508598756523,0
39.33524803204418,71.34870756650113,0.0376580418116564,0.259800168605287,21.32744026307282,0.5427450244988123,1
31.072823107587187,73.3439346588047,0.0328470013702131,0.4095994778343068,32.99083467078362,0.348440005319459,0
29.430033067021355,76.0,0.0416590681100262,0.3333441346732643,6.512927969130308,0.2408626967087916,0
29.887198697070623,74.55335864525506,0.0198519181610873,0.8114349231722245,13.89236175790338,0.3277346868468924,0
35.19385511332009,73.86457148222901,0.0257322924221022,2.228542704719507,11.756454988829011,0.4805003646831561,0
34.19266438618447,71.20897883925457,0.028488287468222,0.1692849540400499,12.977291040420456,0.6996436339005474,1
34.47639566957593,75.54323231635061,0.0325786169595763,1.0463543356136686,15.225409296258425,0.3112191274348656,0
34.5849260180473,70.80106041589438,0.0226611326474261,0.2785936454437397,20.036897800016916,0.4500514096761117,0
44.84988560522277,67.149961359403,0.0341589148737209,0.7748835310809559,16.10380138182115,0.8605245240487964,1
29.561509901692308,72.50878615852106,0.0245015689428854,7.079807433241162,32.588693520001534,0.3888009538313273,0
28.926543625570776,71.32199670295451,0.0302410722049773,0.604467397806194,11.743052344444449,0.1698257862671416,0
27.11736363051273,73.53401612788363,0.0390670113531054,2.4181240059074467,9.57412407532883,0.2921503692711704,0
35.695876535452975,71.91770863663251,0.0184847342479851,0.9749899060594748,20.178820558184825,0.6156197894633579,1
38.77383375632535,70.72803318249743,0.0266353369496964,0.5234902476748872,21.85205551050961,0.7061882007751522,1
31.316315254070748,70.57531123989399,0.0466898076255265,1.1512814927245465,26.392223920755413,0.3901519994277976,0
26.959061138224836,72.92503177587874,0.031375027510856,0.9376517765116807,7.576878866517225,0.2529026126066944,0
27.053112705852563,72.44537754107083,0.02993501000284,1.9596362108121916,31.75555269609285,0.2758504155710551,0
35.90355672694821,72.77322597513518,0.0215843757495553,1.573212121112247,23.11221462608578,0.6318383990587727,1
36.45952502722065,69.40340210740551,0.0276079553966294,0.9379729425154444,20.93550239516945,0.5415299833314617,1
35.25892560983117,73.7387127567545,0.0327719337077464,0.4374812598628071,18.71458905634665,0.5380007779710566,1
28.006941756267835,76.0,0.0271379440477092,1.2959480128737668,13.98544509974981,0.1333776654456432,0
33.39296793840032,75.15380801910126,0.0215011697204863,2.1138143307266164,7.90033323839725,0.176890388760698,0
32.70011485484437,72.26006295498942,0.0246536925858594,1.441101867254534,8.836432737549071,0.28381099548239,0
33.31213158037408,73.56253166264342,0.0563447002035265,0.4068990162879116,15.094532990689393,0.4097971159341463,0
37.228572667689136,73.55769748332624,0.0301737608684149,0.2499686665999741,27.77368589303344,0.4500654980102438,0
33.34157329264809,76.0,0.0215089959768914,0.2264556057504938,9.232725673682731,0.2952757422709625,0
36.07348137843137,66.97363306090018,0.0483734169229865,0.2884769572540528,10.359759182012214,0.6095390084537389,1
32.40547441693335,74.18911978086584,0.0249944471321997,0.5891254408234975,6.41272349924936,0.1658651285692849,0
33.7347163921399,74.66191207246406,0.0471647622367598,2.53335932391734,8.467045918335002,0.3355734935764778,0
35.787729355031246,73.4791894312215,0.0373988261717808,0.4242781108765734,24.82160161976359,0.4982193648413888,0
23.257065080866,74.83271963626815,0.0119418957492712,1.985695652549449,13.161187361668496,0.0650955422102192,0
30.08197270185619,72.8907385016652,0.0136120891349927,0.1557135922436516,13.07397601520468,0.1802350271346731,0
29.17776407424323,76.0,0.0280742833828985,1.2805540260051207,10.329746571116551,0.3113708027826267,0
28.16673291053995,75.1155333643478,0.0300606385040044,0.8278771391715605,6.850333790442442,0.1749424899709749,0
30.349146492639896,74.69816612215698,0.0312689141527601,4.21174732755332,11.19070276472094,0.0885819888116561,0
40.96964786740638,70.69689988390758,0.0381985168373621,0.7132115127616875,5.985972863560689,0.7879741115505633,1
26.80501330584054,72.45550790790513,0.0277130961609327,2.2037493540187247,4.427307557005812,0.3120087986474792,0
37.80967012754888,72.95750867609878,0.0216825094215998,1.601377971770556,23.113483760486996,0.5639762447174744,1
21.90278137030517,75.25657781614399,0.0247348712773865,0.6641797960782845,21.829730282511765,0.049121096751697,0
29.99068982008535,73.1225790975709,0.0188019556296833,1.031571022857393,3.526176124485209,0.2759936147245149,0
32.976518390630034,75.3270956153693,0.0270041163968382,4.014576048942827,12.085778450231746,0.3443785789164394,0
35.51733398815567,72.00085780554089,0.0414265374536729,0.5216389944354723,6.745808772622862,0.397722059933887,0
